id,week_number,attendance,assignment,marks,comments,user
698,8,86,64,66,Week 8 good.,71
699,9,89,84,79,Week 9 good.,71
700,10,83,100,100,Week 10 good.,71
701,1,96,100,82,Week 1 good.,72
702,2,91,82,82,Week 2 good.,72
703,3,81,99,92,Week 3 good.,72
704,4,81,74,59,Week 4 good.,72
705,5,87,99,61,Week 5 good.,72
706,6,90,86,72,Week 6 good.,72
707,7,80,94,77,Week 7 good.,72
708,8,98,92,69,Week 8 good.,72
709,9,84,78,63,Week 9 good.,72
710,10,88,73,76,Week 10 good.,72
711,1,82,76,53,Week 1 good.,73
712,2,92,74,53,Week 2 good.,73
713,3,80,89,50,Week 3 good.,73
714,4,81,95,54,Week 4 good.,73
715,5,86,60,85,Week 5 good.,73
716,6,82,78,70,Week 6 good.,73
717,7,85,100,65,Week 7 good.,73
718,8,97,77,85,Week 8 good.,73
719,9,85,77,100,Week 9 good.,73
720,10,98,78,82,Week 10 good.,73
721,1,100,66,94,Week 1 good.,74
722,2,87,86,95,Week 2 good.,74
723,3,100,81,56,Week 3 good.,74
724,4,97,78,83,Week 4 good.,74
725,5,86,62,96,Week 5 good.,74
726,6,90,87,94,Week 6 good.,74
727,7,97,72,71,Week 7 good.,74
728,8,92,75,56,Week 8 good.,74
729,9,100,96,89,Week 9 good.,74
730,10,94,93,88,Week 10 good.,74
731,1,86,63,64,Week 1 good.,75
732,2,93,78,78,Week 2 good.,75
733,3,80,75,97,Week 3 good.,75
734,4,81,76,92,Week 4 good.,75
735,5,92,87,60,Week 5 good.,75
736,6,92,90,91,Week 6 good.,75
737,7,89,75,60,Week 7 good.,75
738,8,93,84,93,Week 8 good.,75
739,9,81,71,89,Week 9 good.,75
740,10,80,83,81,Week 10 good.,75
741,1,87,92,54,Week 1 good.,76
742,2,94,77,100,Week 2 good.,76
743,3,87,96,96,Week 3 good.,76
744,4,94,75,94,Week 4 good.,76
745,5,95,84,76,Week 5 good.,76
746,6,100,71,92,Week 6 good.,76
747,7,97,96,59,Week 7 good.,76
748,8,84,91,100,Week 8 good.,76
749,9,92,60,88,Week 9 good.,76
750,10,83,70,96,Week 10 good.,76
751,1,92,78,68,Week 1 good.,77
752,2,83,85,81,Week 2 good.,77
753,3,85,74,63,Week 3 good.,77
754,4,95,65,100,Week 4 good.,77
755,5,87,82,86,Week 5 good.,77
756,6,83,68,93,Week 6 good.,77
757,7,92,93,63,Week 7 good.,77
758,8,80,88,69,Week 8 good.,77
759,9,99,87,89,Week 9 good.,77
760,10,84,71,95,Week 10 good.,77
761,1,98,77,78,Week 1 good.,78
762,2,87,99,88,Week 2 good.,78
763,3,84,94,70,Week 3 good.,78
764,4,92,89,54,Week 4 good.,78
765,5,83,70,55,Week 5 good.,78
766,6,97,100,51,Week 6 good.,78
767,7,98,73,65,Week 7 good.,78
768,8,99,82,70,Week 8 good.,78
769,9,89,62,94,Week 9 good.,78
770,10,90,86,98,Week 10 good.,78
771,1,98,73,52,Week 1 good.,79
772,2,85,62,83,Week 2 good.,79
773,3,87,64,95,Week 3 good.,79
774,4,88,70,67,Week 4 good.,79
775,5,89,73,97,Week 5 good.,79
776,6,92,89,51,Week 6 good.,79
777,7,82,78,76,Week 7 good.,79
778,8,85,85,51,Week 8 good.,79
779,9,100,89,86,Week 9 good.,79
780,10,89,74,67,Week 10 good.,79
781,1,80,94,74,Week 1 good.,80
782,2,93,90,63,Week 2 good.,80
783,3,92,88,58,Week 3 good.,80
784,4,93,77,61,Week 4 good.,80
785,5,84,88,77,Week 5 good.,80
786,6,88,60,89,Week 6 good.,80
787,7,88,85,88,Week 7 good.,80
788,8,80,84,55,Week 8 good.,80
789,9,93,75,100,Week 9 good.,80
790,10,99,88,62,Week 10 good.,80
791,1,80,71,73,Week 1 good.,81
792,2,94,90,65,Week 2 good.,81
793,3,86,68,85,Week 3 good.,81
794,4,91,95,90,Week 4 good.,81
795,5,85,63,70,Week 5 good.,81
796,6,90,93,71,Week 6 good.,81
797,7,89,90,50,Week 7 good.,81
798,8,100,61,91,Week 8 good.,81
799,9,90,67,60,Week 9 good.,81
800,10,95,73,95,Week 10 good.,81
801,1,81,61,52,Week 1 good.,82
802,2,98,60,71,Week 2 good.,82
803,3,88,84,92,Week 3 good.,82
804,4,83,60,96,Week 4 good.,82
805,5,96,92,81,Week 5 good.,82
806,6,84,86,76,Week 6 good.,82
807,7,92,79,59,Week 7 good.,82
808,8,82,63,93,Week 8 good.,82
809,9,93,61,79,Week 9 good.,82
810,10,98,92,74,Week 10 good.,82
811,1,88,66,74,Week 1 good.,83
812,2,81,81,63,Week 2 good.,83
813,3,82,63,72,Week 3 good.,83
814,4,88,65,74,Week 4 good.,83
815,5,92,66,68,Week 5 good.,83
816,6,83,90,53,Week 6 good.,83
817,7,88,100,65,Week 7 good.,83
818,8,88,88,100,Week 8 good.,83
819,9,97,100,98,Week 9 good.,83
820,10,93,74,52,Week 10 good.,83
821,1,85,85,98,Week 1 good.,84
822,2,90,81,79,Week 2 good.,84
823,3,94,95,61,Week 3 good.,84
824,4,90,62,54,Week 4 good.,84
825,5,93,81,82,Week 5 good.,84
826,6,88,87,67,Week 6 good.,84
827,7,83,63,95,Week 7 good.,84
828,8,80,91,61,Week 8 good.,84
829,9,97,63,92,Week 9 good.,84
830,10,89,86,55,Week 10 good.,84
831,1,84,67,77,Week 1 good.,85
832,2,80,61,57,Week 2 good.,85
833,3,98,78,96,Week 3 good.,85
834,4,97,83,84,Week 4 good.,85
835,5,83,72,54,Week 5 good.,85
836,6,93,72,76,Week 6 good.,85
837,7,86,61,51,Week 7 good.,85
838,8,85,60,53,Week 8 good.,85
839,9,87,96,66,Week 9 good.,85
840,10,80,70,55,Week 10 good.,85
841,1,97,72,71,Week 1 good.,86
842,2,93,62,97,Week 2 good.,86
843,3,82,94,97,Week 3 good.,86
844,4,85,76,62,Week 4 good.,86
845,5,81,72,71,Week 5 good.,86
846,6,88,89,76,Week 6 good.,86
847,7,94,92,70,Week 7 good.,86
848,8,86,83,51,Week 8 good.,86
849,9,98,91,66,Week 9 good.,86
850,10,82,65,94,Week 10 good.,86
851,1,83,60,51,Week 1 good.,87
852,2,98,89,73,Week 2 good.,87
853,3,81,60,78,Week 3 good.,87
854,4,95,65,83,Week 4 good.,87
855,5,90,88,82,Week 5 good.,87
856,6,85,63,92,Week 6 good.,87
857,7,86,68,93,Week 7 good.,87
858,8,91,91,81,Week 8 good.,87
859,9,99,64,53,Week 9 good.,87
860,10,97,92,57,Week 10 good.,87
861,1,100,81,55,Week 1 good.,88
862,2,85,89,82,Week 2 good.,88
863,3,81,82,63,Week 3 good.,88
864,4,80,61,69,Week 4 good.,88
865,5,98,87,88,Week 5 good.,88
866,6,86,84,83,Week 6 good.,88
867,7,88,75,64,Week 7 good.,88
868,8,91,64,98,Week 8 good.,88
869,9,87,81,52,Week 9 good.,88
870,10,93,89,53,Week 10 good.,88
871,1,99,100,50,Week 1 good.,89
872,2,89,68,88,Week 2 good.,89
873,3,80,75,51,Week 3 good.,89
874,4,94,60,78,Week 4 good.,89
875,5,86,74,54,Week 5 good.,89
876,6,88,87,76,Week 6 good.,89
877,7,89,75,50,Week 7 good.,89
878,8,98,92,65,Week 8 good.,89
879,9,91,90,61,Week 9 good.,89
880,10,92,68,93,Week 10 good.,89
881,1,86,65,50,Week 1 good.,90
882,2,96,85,76,Week 2 good.,90
883,3,88,87,97,Week 3 good.,90
884,4,95,66,91,Week 4 good.,90
885,5,80,88,62,Week 5 good.,90
886,6,85,95,67,Week 6 good.,90
887,7,83,73,81,Week 7 good.,90
888,8,87,60,69,Week 8 good.,90
889,9,85,93,72,Week 9 good.,90
890,10,88,99,92,Week 10 good.,90
891,1,89,94,96,Week 1 good.,91
892,2,98,70,95,Week 2 good.,91
893,3,94,86,98,Week 3 good.,91
894,4,95,76,68,Week 4 good.,91
895,5,88,91,88,Week 5 good.,91
896,6,85,88,86,Week 6 good.,91
897,7,84,80,55,Week 7 good.,91
898,8,94,83,54,Week 8 good.,91
899,9,81,72,95,Week 9 good.,91
900,10,88,89,75,Week 10 good.,91
901,1,98,61,53,Week 1 good.,92
902,2,90,68,97,Week 2 good.,92
903,3,89,84,79,Week 3 good.,92
904,4,84,84,84,Week 4 good.,92
905,5,97,78,84,Week 5 good.,92
906,6,84,71,54,Week 6 good.,92
907,7,94,80,65,Week 7 good.,92
908,8,98,94,83,Week 8 good.,92
909,9,85,87,91,Week 9 good.,92
910,10,82,64,87,Week 10 good.,92
911,1,97,65,86,Week 1 good.,93
912,2,96,78,79,Week 2 good.,93
913,3,86,84,70,Week 3 good.,93
914,4,85,77,70,Week 4 good.,93
915,5,84,77,79,Week 5 good.,93
916,6,81,62,72,Week 6 good.,93
917,7,96,88,82,Week 7 good.,93
918,8,82,63,89,Week 8 good.,93
919,9,88,97,87,Week 9 good.,93
920,10,90,93,74,Week 10 good.,93
921,1,95,65,72,Week 1 good.,94
922,2,80,100,73,Week 2 good.,94
923,3,96,66,70,Week 3 good.,94
924,4,88,89,81,Week 4 good.,94
925,5,94,88,73,Week 5 good.,94
926,6,87,68,96,Week 6 good.,94
927,7,82,100,75,Week 7 good.,94
928,8,81,83,72,Week 8 good.,94
929,9,87,99,61,Week 9 good.,94
930,10,80,86,62,Week 10 good.,94
931,1,89,71,92,Week 1 good.,95
932,2,92,98,76,Week 2 good.,95
933,3,92,69,98,Week 3 good.,95
934,4,80,74,93,Week 4 good.,95
935,5,89,97,67,Week 5 good.,95
936,6,91,67,50,Week 6 good.,95
937,7,80,88,87,Week 7 good.,95
938,8,81,99,59,Week 8 good.,95
939,9,98,98,96,Week 9 good.,95
940,10,88,98,78,Week 10 good.,95
941,1,84,70,93,Week 1 good.,96
942,2,86,81,67,Week 2 good.,96
943,3,93,95,69,Week 3 good.,96
944,4,82,100,62,Week 4 good.,96
945,5,88,61,75,Week 5 good.,96
946,6,81,92,52,Week 6 good.,96
947,7,83,63,55,Week 7 good.,96
948,8,96,83,85,Week 8 good.,96
949,9,99,89,59,Week 9 good.,96
950,10,99,92,83,Week 10 good.,96
951,1,86,76,100,Week 1 good.,97
952,2,85,90,92,Week 2 good.,97
953,3,83,94,81,Week 3 good.,97
954,4,99,97,85,Week 4 good.,97
955,5,100,74,96,Week 5 good.,97
956,6,91,92,65,Week 6 good.,97
957,7,97,72,88,Week 7 good.,97
958,8,81,66,89,Week 8 good.,97
959,9,97,90,88,Week 9 good.,97
960,10,81,97,58,Week 10 good.,97
961,1,82,94,57,Week 1 good.,98
962,2,89,63,80,Week 2 good.,98
963,3,90,90,66,Week 3 good.,98
964,4,99,84,85,Week 4 good.,98
965,5,98,82,71,Week 5 good.,98
966,6,87,87,65,Week 6 good.,98
967,7,88,97,73,Week 7 good.,98
968,8,80,88,61,Week 8 good.,98
969,9,90,61,61,Week 9 good.,98
970,10,92,86,57,Week 10 good.,98
971,1,93,68,55,Week 1 good.,99
972,2,86,61,99,Week 2 good.,99
973,3,91,92,82,Week 3 good.,99
974,4,89,86,63,Week 4 good.,99
975,5,89,67,86,Week 5 good.,99
976,6,83,93,81,Week 6 good.,99
977,7,94,78,72,Week 7 good.,99
978,8,80,83,89,Week 8 good.,99
979,9,96,82,58,Week 9 good.,99
980,10,98,99,56,Week 10 good.,99
981,1,89,99,83,Week 1 good.,100
982,2,88,99,79,Week 2 good.,100
983,3,80,85,62,Week 3 good.,100
984,4,88,72,52,Week 4 good.,100
985,5,87,81,57,Week 5 good.,100
986,6,91,70,94,Week 6 good.,100
987,7,90,97,68,Week 7 good.,100
988,8,91,88,87,Week 8 good.,100
989,9,81,65,74,Week 9 good.,100
990,10,82,93,78,Week 10 good.,100
991,1,92,94,76,Week 1 good.,101
992,2,86,71,58,Week 2 good.,101
993,3,86,72,50,Week 3 good.,101
994,4,90,74,75,Week 4 good.,101
995,5,99,83,63,Week 5 good.,101
996,6,97,93,83,Week 6 good.,101
997,7,87,64,57,Week 7 good.,101
998,8,99,100,66,Week 8 good.,101
999,9,88,69,93,Week 9 good.,101
1000,10,94,62,52,Week 10 good.,101
1001,1,82,91,94,Week 1 good.,102
1002,2,80,69,100,Week 2 good.,102
1003,3,95,82,70,Week 3 good.,102
1004,4,85,87,66,Week 4 good.,102
1005,5,93,69,51,Week 5 good.,102
1006,6,83,77,96,Week 6 good.,102
1007,7,97,96,74,Week 7 good.,102
1008,8,90,77,90,Week 8 good.,102
1009,9,88,100,81,Week 9 good.,102
1010,10,89,74,73,Week 10 good.,102
1011,1,94,74,86,Week 1 good.,103
1012,2,96,98,88,Week 2 good.,103
1013,3,96,64,65,Week 3 good.,103
1014,4,83,94,72,Week 4 good.,103
1015,5,93,62,60,Week 5 good.,103
1016,6,84,96,67,Week 6 good.,103
1017,7,90,74,94,Week 7 good.,103
1018,8,88,66,87,Week 8 good.,103
1019,9,97,76,96,Week 9 good.,103
1020,10,93,95,96,Week 10 good.,103
1021,1,92,96,64,Week 1 good.,104
1022,2,86,86,85,Week 2 good.,104
1023,3,86,83,56,Week 3 good.,104
1024,4,85,63,72,Week 4 good.,104
1025,5,100,78,58,Week 5 good.,104
1026,6,80,87,65,Week 6 good.,104
1027,7,85,73,85,Week 7 good.,104
1028,8,87,96,62,Week 8 good.,104
1029,9,92,100,87,Week 9 good.,104
1030,10,83,99,61,Week 10 good.,104
1031,1,100,73,67,Week 1 good.,105
1032,2,81,87,56,Week 2 good.,105
1033,3,94,92,76,Week 3 good.,105
1034,4,94,78,65,Week 4 good.,105
1035,5,80,76,84,Week 5 good.,105
1036,6,96,60,65,Week 6 good.,105
1037,7,94,90,52,Week 7 good.,105
1038,8,83,75,92,Week 8 good.,105
1039,9,81,89,88,Week 9 good.,105
1040,10,92,68,96,Week 10 good.,105
1041,1,80,84,97,Week 1 good.,106
1042,2,85,94,53,Week 2 good.,106
1043,3,100,62,50,Week 3 good.,106
1044,4,84,62,59,Week 4 good.,106
1045,5,87,95,83,Week 5 good.,106
1046,6,100,66,98,Week 6 good.,106
1047,7,93,86,75,Week 7 good.,106
1048,8,91,79,74,Week 8 good.,106
1049,9,89,99,98,Week 9 good.,106
1050,10,81,99,55,Week 10 good.,106
1051,1,95,71,82,Week 1 good.,107
1052,2,80,71,54,Week 2 good.,107
1053,3,84,77,74,Week 3 good.,107
1054,4,94,91,90,Week 4 good.,107
1055,5,95,95,75,Week 5 good.,107
1056,6,84,85,68,Week 6 good.,107
1057,7,86,61,90,Week 7 good.,107
1058,8,99,62,90,Week 8 good.,107
1059,9,96,84,63,Week 9 good.,107
1060,10,80,99,90,Week 10 good.,107
1061,1,98,90,77,Week 1 good.,108
1062,2,90,87,87,Week 2 good.,108
1063,3,85,94,79,Week 3 good.,108
1064,4,92,100,99,Week 4 good.,108
1065,5,96,65,81,Week 5 good.,108
1066,6,98,67,97,Week 6 good.,108
1067,7,99,96,76,Week 7 good.,108
1068,8,98,64,58,Week 8 good.,108
1069,9,94,69,72,Week 9 good.,108
1070,10,87,66,94,Week 10 good.,108
1071,1,89,100,94,Week 1 good.,109
1072,2,87,91,76,Week 2 good.,109
1073,3,84,81,72,Week 3 good.,109
1074,4,94,85,68,Week 4 good.,109
1075,5,91,81,92,Week 5 good.,109
1076,6,98,92,53,Week 6 good.,109
1077,7,86,84,60,Week 7 good.,109
1078,8,84,85,74,Week 8 good.,109
1079,9,85,100,58,Week 9 good.,109
1080,10,94,96,99,Week 10 good.,109
1081,1,92,86,69,Week 1 good.,110
1082,2,87,67,79,Week 2 good.,110
1083,3,90,85,99,Week 3 good.,110
1084,4,89,84,91,Week 4 good.,110
1085,5,86,90,68,Week 5 good.,110
1086,6,83,97,68,Week 6 good.,110
1087,7,81,90,60,Week 7 good.,110
1088,8,84,80,85,Week 8 good.,110
1089,9,83,80,50,Week 9 good.,110
1090,10,87,66,66,Week 10 good.,110
1091,1,80,73,57,Week 1 good.,111
1092,2,85,87,89,Week 2 good.,111
1093,3,99,98,61,Week 3 good.,111
1094,4,99,90,89,Week 4 good.,111
1095,5,92,88,85,Week 5 good.,111
1096,6,82,76,57,Week 6 good.,111
1097,7,86,81,68,Week 7 good.,111
1098,8,99,93,84,Week 8 good.,111
1099,9,100,94,59,Week 9 good.,111
1100,10,95,73,51,Week 10 good.,111
1101,1,91,62,85,Week 1 good.,112
1102,2,82,83,81,Week 2 good.,112
1103,3,90,71,68,Week 3 good.,112
1104,4,87,93,84,Week 4 good.,112
1105,5,82,80,64,Week 5 good.,112
1106,6,99,83,95,Week 6 good.,112
1107,7,100,94,94,Week 7 good.,112
1108,8,86,64,71,Week 8 good.,112
1109,9,91,83,90,Week 9 good.,112
1110,10,100,64,81,Week 10 good.,112
1111,1,91,90,65,Week 1 good.,113
1112,2,84,69,53,Week 2 good.,113
1113,3,82,63,85,Week 3 good.,113
1114,4,82,63,85,Week 4 good.,113
1115,5,93,86,76,Week 5 good.,113
1116,6,100,73,89,Week 6 good.,113
1117,7,97,74,64,Week 7 good.,113
1118,8,94,63,71,Week 8 good.,113
1119,9,97,83,55,Week 9 good.,113
1120,10,85,91,69,Week 10 good.,113
1121,1,83,99,51,Week 1 good.,114
1122,2,96,76,60,Week 2 good.,114
1123,3,99,82,85,Week 3 good.,114
1124,4,97,73,64,Week 4 good.,114
1125,5,86,73,54,Week 5 good.,114
1126,6,86,69,64,Week 6 good.,114
1127,7,95,73,75,Week 7 good.,114
1128,8,100,86,88,Week 8 good.,114
1129,9,85,63,90,Week 9 good.,114
1130,10,100,83,99,Week 10 good.,114
1131,1,80,79,63,Week 1 good.,115
1132,2,80,72,86,Week 2 good.,115
1133,3,86,68,69,Week 3 good.,115
1134,4,100,72,99,Week 4 good.,115
1135,5,81,94,53,Week 5 good.,115
1136,6,82,64,53,Week 6 good.,115
1137,7,84,85,62,Week 7 good.,115
1138,8,80,78,83,Week 8 good.,115
1139,9,95,89,69,Week 9 good.,115
1140,10,85,70,68,Week 10 good.,115
1141,1,95,75,60,Week 1 good.,116
1142,2,89,95,52,Week 2 good.,116
1143,3,100,72,73,Week 3 good.,116
1144,4,93,72,77,Week 4 good.,116
1145,5,90,93,95,Week 5 good.,116
1146,6,98,96,93,Week 6 good.,116
1147,7,82,83,80,Week 7 good.,116
1148,8,97,93,66,Week 8 good.,116
1149,9,87,97,80,Week 9 good.,116
1150,10,85,91,52,Week 10 good.,116
1151,1,93,72,59,Week 1 good.,117
1152,2,97,68,87,Week 2 good.,117
1153,3,98,80,76,Week 3 good.,117
1154,4,95,74,86,Week 4 good.,117
1155,5,84,77,98,Week 5 good.,117
1156,6,92,82,67,Week 6 good.,117
1157,7,84,77,50,Week 7 good.,117
1158,8,100,63,63,Week 8 good.,117
1159,9,93,85,79,Week 9 good.,117
1160,10,86,86,68,Week 10 good.,117
1161,1,83,61,76,Week 1 good.,118
1162,2,86,61,61,Week 2 good.,118
1163,3,83,84,96,Week 3 good.,118
1164,4,100,86,97,Week 4 good.,118
1165,5,81,93,100,Week 5 good.,118
1166,6,97,65,83,Week 6 good.,118
1167,7,89,65,90,Week 7 good.,118
1168,8,91,69,70,Week 8 good.,118
1169,9,97,62,54,Week 9 good.,118
1170,10,97,97,58,Week 10 good.,118
1171,1,88,99,91,Week 1 good.,119
1172,2,94,69,91,Week 2 good.,119
1173,3,82,91,57,Week 3 good.,119
1174,4,85,91,77,Week 4 good.,119
1175,5,100,83,91,Week 5 good.,119
1176,6,89,70,59,Week 6 good.,119
1177,7,97,77,91,Week 7 good.,119
1178,8,86,95,50,Week 8 good.,119
1179,9,86,73,89,Week 9 good.,119
1180,10,83,77,90,Week 10 good.,119
1181,1,88,89,57,Week 1 good.,120
1182,2,84,62,87,Week 2 good.,120
1183,3,96,84,79,Week 3 good.,120
1184,4,96,67,51,Week 4 good.,120
1185,5,96,78,52,Week 5 good.,120
1186,6,97,89,70,Week 6 good.,120
1187,7,84,87,70,Week 7 good.,120
1188,8,92,86,84,Week 8 good.,120
1189,9,94,63,71,Week 9 good.,120
1190,10,85,84,51,Week 10 good.,120
1191,1,90,71,79,Week 1 good.,121
1192,2,86,97,63,Week 2 good.,121
1193,3,92,97,66,Week 3 good.,121
1194,4,80,61,96,Week 4 good.,121
1195,5,100,100,82,Week 5 good.,121
1196,6,94,71,50,Week 6 good.,121
1197,7,96,94,89,Week 7 good.,121
1198,8,90,69,51,Week 8 good.,121
1199,9,84,84,56,Week 9 good.,121
1200,10,80,75,61,Week 10 good.,121
1201,1,81,96,52,Week 1 good.,122
1202,2,81,94,78,Week 2 good.,122
1203,3,94,71,77,Week 3 good.,122
1204,4,82,98,66,Week 4 good.,122
1205,5,98,60,65,Week 5 good.,122
1206,6,100,77,95,Week 6 good.,122
1207,7,82,83,89,Week 7 good.,122
1208,8,80,69,69,Week 8 good.,122
1209,9,83,86,98,Week 9 good.,122
1210,10,88,100,88,Week 10 good.,122
1211,1,82,62,78,Week 1 good.,123
1212,2,96,74,51,Week 2 good.,123
1213,3,89,60,77,Week 3 good.,123
1214,4,81,89,90,Week 4 good.,123
1215,5,91,88,68,Week 5 good.,123
1216,6,89,86,81,Week 6 good.,123
1217,7,87,65,82,Week 7 good.,123
1218,8,82,72,77,Week 8 good.,123
1219,9,89,76,60,Week 9 good.,123
1220,10,89,85,55,Week 10 good.,123
1221,1,96,93,62,Week 1 good.,124
1222,2,84,82,82,Week 2 good.,124
1223,3,82,97,96,Week 3 good.,124
1224,4,80,84,79,Week 4 good.,124
1225,5,84,66,58,Week 5 good.,124
1226,6,100,83,65,Week 6 good.,124
1227,7,92,100,68,Week 7 good.,124
1228,8,97,84,69,Week 8 good.,124
1229,9,86,61,78,Week 9 good.,124
1230,10,81,76,50,Week 10 good.,124
1231,1,97,80,64,Week 1 good.,125
1232,2,82,78,89,Week 2 good.,125
1233,3,83,80,74,Week 3 good.,125
1234,4,97,67,52,Week 4 good.,125
1235,5,85,81,95,Week 5 good.,125
1236,6,99,73,85,Week 6 good.,125
1237,7,97,66,63,Week 7 good.,125
1238,8,88,93,85,Week 8 good.,125
1239,9,97,88,81,Week 9 good.,125
1240,10,82,83,93,Week 10 good.,125
1241,1,94,66,50,Week 1 good.,126
1242,2,92,92,68,Week 2 good.,126
1243,3,95,61,78,Week 3 good.,126
1244,4,93,80,72,Week 4 good.,126
1245,5,82,61,93,Week 5 good.,126
1246,6,93,74,68,Week 6 good.,126
1247,7,90,71,94,Week 7 good.,126
1248,8,86,100,89,Week 8 good.,126
1249,9,99,89,94,Week 9 good.,126
1250,10,100,67,67,Week 10 good.,126
1251,1,90,64,98,Week 1 good.,127
1252,2,85,83,86,Week 2 good.,127
1253,3,97,90,73,Week 3 good.,127
1254,4,87,71,82,Week 4 good.,127
1255,5,83,100,56,Week 5 good.,127
1256,6,84,93,59,Week 6 good.,127
1257,7,94,76,85,Week 7 good.,127
1258,8,87,89,79,Week 8 good.,127
1259,9,95,80,81,Week 9 good.,127
1260,10,86,98,98,Week 10 good.,127
1261,1,88,98,68,Week 1 good.,128
1262,2,91,67,79,Week 2 good.,128
1263,3,99,81,61,Week 3 good.,128
1264,4,88,77,100,Week 4 good.,128
1265,5,92,75,54,Week 5 good.,128
1266,6,95,68,94,Week 6 good.,128
1267,7,90,67,50,Week 7 good.,128
1268,8,93,70,98,Week 8 good.,128
1269,9,97,62,82,Week 9 good.,128
1270,10,92,87,77,Week 10 good.,128
1271,1,88,61,72,Week 1 good.,129
1272,2,100,95,97,Week 2 good.,129
1273,3,92,66,81,Week 3 good.,129
1274,4,100,87,82,Week 4 good.,129
1275,5,93,60,62,Week 5 good.,129
1276,6,100,86,69,Week 6 good.,129
1277,7,95,85,57,Week 7 good.,129
1278,8,90,81,73,Week 8 good.,129
1279,9,80,90,82,Week 9 good.,129
1280,10,89,66,73,Week 10 good.,129
1281,1,84,92,94,Week 1 good.,130
1282,2,86,98,95,Week 2 good.,130
1283,3,83,64,50,Week 3 good.,130
1284,4,88,85,74,Week 4 good.,130
1285,5,85,74,66,Week 5 good.,130
1286,6,87,61,97,Week 6 good.,130
1287,7,83,81,85,Week 7 good.,130
1288,8,85,64,73,Week 8 good.,130
1289,9,95,76,65,Week 9 good.,130
1290,10,93,85,60,Week 10 good.,130
1291,1,96,98,87,Week 1 good.,131
1292,2,96,88,81,Week 2 good.,131
1293,3,87,90,92,Week 3 good.,131
1294,4,98,69,97,Week 4 good.,131
1295,5,97,79,67,Week 5 good.,131
1296,6,95,97,96,Week 6 good.,131
1297,7,94,88,88,Week 7 good.,131
1298,8,83,98,56,Week 8 good.,131
1299,9,95,63,63,Week 9 good.,131
1300,10,86,84,50,Week 10 good.,131
1301,1,99,84,71,Week 1 good.,132
1302,2,97,79,75,Week 2 good.,132
1303,3,90,92,96,Week 3 good.,132
1304,4,94,85,58,Week 4 good.,132
1305,5,91,93,98,Week 5 good.,132
1306,6,97,68,56,Week 6 good.,132
1307,7,83,66,77,Week 7 good.,132
1308,8,94,92,86,Week 8 good.,132
1309,9,99,78,82,Week 9 good.,132
1310,10,95,94,55,Week 10 good.,132
1311,1,89,73,75,Week 1 good.,133
1312,2,83,95,53,Week 2 good.,133
1313,3,85,78,90,Week 3 good.,133
1314,4,83,76,55,Week 4 good.,133
1315,5,91,86,80,Week 5 good.,133
1316,6,96,89,54,Week 6 good.,133
1317,7,88,88,89,Week 7 good.,133
1318,8,99,79,86,Week 8 good.,133
1319,9,81,91,86,Week 9 good.,133
1320,10,84,99,94,Week 10 good.,133
1321,1,87,68,100,Week 1 good.,134
1322,2,80,95,53,Week 2 good.,134
1323,3,87,64,88,Week 3 good.,134
1324,4,95,95,86,Week 4 good.,134
1325,5,93,82,79,Week 5 good.,134
1326,6,99,89,87,Week 6 good.,134
1327,7,87,94,88,Week 7 good.,134
1328,8,89,70,94,Week 8 good.,134
1329,9,95,79,78,Week 9 good.,134
1330,10,84,86,86,Week 10 good.,134
1331,1,83,92,51,Week 1 good.,135
1332,2,88,87,81,Week 2 good.,135
1333,3,83,87,88,Week 3 good.,135
1334,4,80,84,54,Week 4 good.,135
1335,5,97,87,69,Week 5 good.,135
1336,6,100,68,56,Week 6 good.,135
1337,7,89,100,79,Week 7 good.,135
1338,8,83,97,93,Week 8 good.,135
1339,9,90,92,66,Week 9 good.,135
1340,10,87,97,92,Week 10 good.,135
1341,1,97,68,85,Week 1 good.,136
1342,2,80,78,91,Week 2 good.,136
1343,3,95,94,65,Week 3 good.,136
1344,4,86,75,72,Week 4 good.,136
1345,5,96,82,74,Week 5 good.,136
1346,6,90,63,73,Week 6 good.,136
1347,7,95,65,83,Week 7 good.,136
1348,8,94,72,72,Week 8 good.,136
1349,9,86,91,57,Week 9 good.,136
1350,10,90,96,84,Week 10 good.,136
1351,1,92,68,70,Week 1 good.,137
1352,2,99,61,76,Week 2 good.,137
1353,3,90,67,92,Week 3 good.,137
1354,4,92,88,60,Week 4 good.,137
1355,5,90,79,56,Week 5 good.,137
1356,6,82,68,86,Week 6 good.,137
1357,7,98,75,61,Week 7 good.,137
1358,8,90,90,82,Week 8 good.,137
1359,9,81,65,66,Week 9 good.,137
1360,10,83,100,68,Week 10 good.,137
1361,1,83,81,58,Week 1 good.,138
1362,2,98,87,91,Week 2 good.,138
1363,3,81,71,65,Week 3 good.,138
1364,4,88,85,70,Week 4 good.,138
1365,5,91,61,67,Week 5 good.,138
1366,6,84,66,65,Week 6 good.,138
1367,7,100,83,62,Week 7 good.,138
1368,8,85,74,51,Week 8 good.,138
1369,9,95,79,82,Week 9 good.,138
1370,10,92,80,64,Week 10 good.,138
1371,1,98,64,70,Week 1 good.,139
1372,2,91,74,60,Week 2 good.,139
1373,3,95,99,75,Week 3 good.,139
1374,4,83,88,61,Week 4 good.,139
